site,trap_type,transect,station,year,month,season,rainfall_season,x_long,y_lat,count,Cxpa,elevation,distance,precip,preciplag1,preciplag2,tmean,tmeanlag1,tmeanlag2,tmax,tmaxlag1,tmaxlag2,tmin,tminlag1,tminlag2
NAN,co2,200,600,2004,11,fall,wet,-154.8929504,19.53904809,0,0,60.09,633.3,210,278,135,22.82,23.72,24.42,27.22,27.85,29.46,18.42,19.59,19.38
NAN,co2,200,700,2004,11,fall,wet,-154.8922696,19.53970795,2,1,58.86,649.18,210,278,135,22.82,23.72,24.42,27.22,27.85,29.46,18.42,19.59,19.38
NAN,co2,200,800,2004,11,fall,wet,-154.8916229,19.54033479,0,0,56.31,675.48,211,278,135,22.85,23.75,24.44,27.24,27.87,29.47,18.45,19.62,19.41
NAN,co2,200,900,2004,11,fall,wet,-154.8909223,19.54101383,0,0,56.19,704.77,211,278,135,22.85,23.75,24.44,27.24,27.87,29.47,18.45,19.62,19.41
NAN,co2,400,500,2004,11,fall,wet,-154.8922681,19.53712444,0,0,63.6,601.17,210,277,135,22.79,23.69,24.39,27.2,27.83,29.44,18.38,19.55,19.33
NAN,co2,400,600,2004,11,fall,wet,-154.8915951,19.53778128,0,0,60.55,580.61,210,278,135,22.82,23.73,24.42,27.22,27.85,29.46,18.42,19.6,19.38
NAN,co2,600,100,2004,11,fall,wet,-154.8935099,19.53330841,0,0,73.61,646.27,213,279,135,22.75,23.65,24.34,27.16,27.79,29.4,18.33,19.5,19.28
NAN,co2,800,900,2004,11,fall,wet,-154.8868285,19.53720844,0,0,58.82,198.83,202,271,133,22.86,23.76,24.46,27.27,27.89,29.51,18.44,19.62,19.4
NAN,co2,200,300,2004,12,winter,wet,-154.8949169,19.53712378,0,0,69.96,608.7,262,213,280,21.2,22.76,23.66,25.12,27.16,27.8,17.28,18.35,19.52
NAN,co2,200,600,2004,12,winter,wet,-154.8929504,19.53904809,2,1,60.09,633.3,259,210,278,21.26,22.82,23.72,25.17,27.22,27.85,17.35,18.42,19.59
NAN,co2,400,200,2004,12,winter,wet,-154.8942422,19.53520128,0,0,71.91,743.08,263,213,279,21.18,22.74,23.64,25.11,27.15,27.78,17.25,18.33,19.5
NAN,co2,400,500,2004,12,winter,wet,-154.8922681,19.53712444,0,0,63.6,601.17,260,210,277,21.23,22.79,23.69,25.15,27.2,27.83,17.31,18.38,19.55
NAN,co2,600,200,2004,12,winter,wet,-154.8928461,19.53395174,0,0,71.89,597.54,262,209,276,21.21,22.77,23.68,25.13,27.18,27.82,17.28,18.35,19.53
NAN,co2,600,400,2004,12,winter,wet,-154.8915211,19.53524065,0,0,68.74,458.9,262,209,276,21.21,22.78,23.68,25.13,27.19,27.82,17.28,18.36,19.53
NAN,co2,600,500,2004,12,winter,wet,-154.8908625,19.53588353,0,0,67.67,409.42,260,210,277,21.23,22.79,23.7,25.15,27.2,27.83,17.31,18.38,19.56
NAN,co2,800,800,2004,12,winter,wet,-154.8875267,19.53652693,0,0,59.73,181.9,258,202,271,21.28,22.85,23.76,25.2,27.26,27.89,17.36,18.44,19.62
NAN,gravid,0,600,2002,2,winter,wet,-154.8943113,19.54031896,2,1,61.49,433.03,340,404,283,19.52,21.01,21.21,23.32,25.07,24.82,15.72,16.94,17.6
NAN,gravid,200,300,2002,2,winter,wet,-154.8949169,19.53712378,0,0,69.96,608.7,339,402,285,19.48,20.97,21.17,23.29,25.04,24.79,15.66,16.89,17.54
NAN,gravid,200,700,2002,2,winter,wet,-154.8922696,19.53970795,0,0,58.86,649.18,336,401,283,19.53,21.02,21.23,23.33,25.08,24.84,15.73,16.95,17.61
NAN,gravid,600,900,2002,2,winter,wet,-154.8881962,19.53847688,0,0,58.49,394.88,329,397,281,19.56,21.04,21.26,23.36,25.11,24.87,15.76,16.97,17.64
NAN,gravid,800,700,2002,2,winter,wet,-154.8881569,19.53591183,0,0,60.3,174.26,329,396,282,19.55,21.03,21.25,23.36,25.1,24.87,15.74,16.96,17.62
NAN,gravid,800,900,2002,2,winter,wet,-154.8868285,19.53720844,0,0,58.82,198.83,329,396,282,19.55,21.03,21.25,23.36,25.1,24.87,15.74,16.96,17.62
NAN,gravid,0,700,2002,4,spring,wet,-154.8936278,19.54096742,0,0,59.16,456.16,190,276,340,21.9,20.62,19.52,25.82,24.7,23.32,17.98,16.54,15.72
NAN,gravid,200,500,2002,4,spring,wet,-154.8936075,19.5384112,0,0,62.53,624.65,189,278,339,21.89,20.61,19.51,25.81,24.69,23.31,17.97,16.52,15.7
NAN,gravid,400,400,2002,4,spring,wet,-154.8929274,19.53649918,3,1,67.33,637.28,183,277,335,21.89,20.6,19.5,25.82,24.7,23.31,17.95,16.5,15.69
NAN,gravid,600,300,2002,4,spring,wet,-154.8921814,19.53459603,0,0,70.42,523.05,181,279,335,21.87,20.58,19.48,25.81,24.68,23.3,17.93,16.48,15.66
NAN,gravid,800,800,2002,4,spring,wet,-154.8875267,19.53652693,5,1,59.73,181.9,177,273,329,21.95,20.66,19.55,25.89,24.75,23.36,18.01,16.56,15.74
NAN,gravid,0,100,2002,6,summer,dry,-154.8976418,19.53711324,0,0,75.17,387.46,216,323,193,22.99,22.17,21.79,27.26,25.81,25.72,18.71,18.53,17.85
NAN,gravid,0,800,2002,6,summer,dry,-154.8929788,19.54160096,0,0,56.5,483.06,207,315,187,23.15,22.33,21.94,27.4,25.94,25.86,18.9,18.71,18.02
NAN,gravid,200,400,2002,6,summer,dry,-154.894273,19.53775687,0,0,67.19,616.54,210,318,189,23.1,22.28,21.89,27.36,25.9,25.81,18.83,18.65,17.97
NAN,gravid,400,300,2002,6,summer,dry,-154.893578,19.53588219,0,0,69.63,684.97,209,317,187,23.07,22.25,21.86,27.34,25.88,25.79,18.8,18.61,17.93
NAN,gravid,800,600,2002,6,summer,dry,-154.8888569,19.53524281,1,1,61.11,186.66,202,311,178,23.12,22.29,21.91,27.41,25.93,25.85,18.83,18.65,17.96
NAN,gravid,800,800,2002,6,summer,dry,-154.8875267,19.53652693,0,0,59.73,181.9,199,308,177,23.17,22.34,21.95,27.45,25.97,25.89,18.89,18.7,18.01
NAN,gravid,800,900,2002,6,summer,dry,-154.8868285,19.53720844,2,1,58.82,198.83,199,308,177,23.17,22.34,21.95,27.45,25.97,25.89,18.89,18.7,18.01
NAN,gravid,0,500,2002,7,summer,dry,-154.894966,19.53969775,1,1,63.47,423.33,150,210,318,23.39,23.09,22.27,26.83,27.35,25.89,19.95,18.83,18.65
NAN,gravid,0,800,2002,7,summer,dry,-154.8929788,19.54160096,0,0,56.5,483.06,148,207,315,23.46,23.15,22.33,26.89,27.4,25.94,20.02,18.9,18.71
NAN,gravid,200,600,2002,7,summer,dry,-154.8929504,19.53904809,0,0,60.09,633.3,147,207,315,23.44,23.13,22.31,26.88,27.39,25.93,19.99,18.87,18.68
NAN,gravid,400,100,2002,7,summer,dry,-154.8948867,19.53454057,0,0,74.88,793.17,148,209,317,23.35,23.05,22.23,26.81,27.33,25.87,19.89,18.77,18.59
NAN,gravid,400,300,2002,7,summer,dry,-154.893578,19.53588219,0,0,69.63,684.97,149,209,317,23.37,23.07,22.25,26.82,27.34,25.88,19.92,18.8,18.61
NAN,gravid,400,600,2002,7,summer,dry,-154.8915951,19.53778128,0,0,60.55,580.61,147,207,315,23.44,23.14,22.31,26.88,27.4,25.93,19.99,18.87,18.69
NAN,gravid,800,700,2002,7,summer,dry,-154.8881569,19.53591183,0,0,60.3,174.26,140,199,308,23.47,23.17,22.34,26.93,27.45,25.97,20.01,18.89,18.7
NAN,gravid,200,600,2002,8,summer,dry,-154.8929504,19.53904809,0,0,60.09,633.3,324,147,207,23.89,23.44,23.13,27.7,26.88,27.39,20.08,19.99,18.87
NAN,gravid,400,400,2002,8,summer,dry,-154.8929274,19.53649918,0,0,67.33,637.28,324,146,206,23.87,23.41,23.11,27.69,26.86,27.38,20.04,19.95,18.83
NAN,gravid,400,800,2002,8,summer,dry,-154.8902676,19.53906804,0,0,58.57,584.57,318,144,203,23.92,23.46,23.15,27.73,26.91,27.42,20.1,20,18.88
NAN,gravid,600,600,2002,8,summer,dry,-154.8901984,19.53653177,0,0,64.62,379.97,319,143,203,23.9,23.44,23.14,27.72,26.9,27.41,20.07,19.98,18.86
NAN,gravid,600,700,2002,8,summer,dry,-154.8895247,19.53718929,0,0,61.66,375.99,319,143,203,23.9,23.44,23.14,27.72,26.9,27.41,20.07,19.98,18.86
NAN,gravid,600,800,2002,8,summer,dry,-154.8888733,19.53782067,1,1,59.98,383.52,318,144,203,23.92,23.46,23.16,27.73,26.91,27.42,20.1,20.01,18.89
NAN,gravid,800,800,2002,8,summer,dry,-154.8875267,19.53652693,0,0,59.73,181.9,313,140,199,23.94,23.47,23.17,27.76,26.93,27.45,20.11,20.01,18.89
NAN,gravid,0,200,2002,9,fall,dry,-154.8969733,19.53775216,1,1,72.67,396.9,207,334,154,23.18,23.81,23.35,27.16,27.62,26.79,19.2,20,19.91
NAN,gravid,0,800,2002,9,fall,dry,-154.8929788,19.54160096,0,0,56.5,483.06,202,323,148,23.29,23.91,23.46,27.26,27.71,26.89,19.32,20.11,20.02
NAN,gravid,200,200,2002,9,fall,dry,-154.8955982,19.53646805,0,0,72.03,599.4,206,334,153,23.17,23.8,23.34,27.15,27.61,26.78,19.18,19.98,19.89
NAN,gravid,400,300,2002,9,fall,dry,-154.893578,19.53588219,0,0,69.63,684.97,204,329,149,23.21,23.83,23.37,27.19,27.65,26.82,19.22,20.01,19.92
NAN,gravid,400,500,2002,9,fall,dry,-154.8922681,19.53712444,1,1,63.6,601.17,201,324,146,23.24,23.87,23.41,27.23,27.69,26.86,19.25,20.04,19.95
NAN,gravid,600,700,2002,9,fall,dry,-154.8895247,19.53718929,0,0,61.66,375.99,198,319,143,23.27,23.9,23.44,27.26,27.72,26.9,19.28,20.07,19.98
NAN,gravid,600,800,2002,9,fall,dry,-154.8888733,19.53782067,0,0,59.98,383.52,199,318,144,23.3,23.92,23.46,27.28,27.73,26.91,19.31,20.1,20.01
NAN,gravid,800,900,2002,9,fall,dry,-154.8868285,19.53720844,1,1,58.82,198.83,195,313,140,23.31,23.94,23.47,27.3,27.76,26.93,19.32,20.11,20.01
NAN,gravid,0,500,2002,10,fall,dry,-154.894966,19.53969775,0,0,63.47,423.33,155,204,329,23.46,23.23,23.86,27.67,27.21,27.66,19.25,19.25,20.05
NAN,gravid,0,600,2002,10,fall,dry,-154.8943113,19.54031896,0,0,61.49,433.03,155,205,328,23.48,23.25,23.87,27.68,27.22,27.67,19.27,19.27,20.07
NAN,gravid,400,200,2002,10,fall,dry,-154.8942422,19.53520128,0,0,71.91,743.08,153,203,330,23.42,23.19,23.82,27.64,27.18,27.64,19.19,19.19,19.99
NAN,gravid,400,400,2002,10,fall,dry,-154.8929274,19.53649918,0,0,67.33,637.28,152,201,324,23.47,23.24,23.87,27.69,27.23,27.69,19.25,19.25,20.04
NAN,gravid,400,800,2002,10,fall,dry,-154.8902676,19.53906804,1,1,58.57,584.57,151,199,318,23.52,23.29,23.92,27.73,27.27,27.73,19.3,19.31,20.1
NAN,gravid,600,400,2002,10,fall,dry,-154.8915211,19.53524065,0,0,68.74,458.9,152,200,325,23.46,23.22,23.85,27.68,27.21,27.68,19.23,19.22,20.02
NAN,gravid,600,600,2002,10,fall,dry,-154.8901984,19.53653177,2,1,64.62,379.97,151,198,319,23.5,23.27,23.9,27.72,27.26,27.72,19.28,19.28,20.07
NAN,gravid,600,700,2002,10,fall,dry,-154.8895247,19.53718929,0,0,61.66,375.99,151,198,319,23.5,23.27,23.9,27.72,27.26,27.72,19.28,19.28,20.07
NAN,gravid,800,300,2002,10,fall,dry,-154.8908234,19.53334558,0,0,69.31,396.91,152,200,325,23.46,23.23,23.85,27.68,27.22,27.68,19.23,19.23,20.02
NAN,gravid,800,500,2002,10,fall,dry,-154.8895044,19.53462404,0,0,65.66,241.03,150,197,319,23.49,23.26,23.88,27.71,27.25,27.71,19.26,19.26,20.05
NAN,gravid,800,900,2002,10,fall,dry,-154.8868285,19.53720844,1,1,58.82,198.83,149,195,313,23.53,23.31,23.94,27.75,27.3,27.76,19.31,19.32,20.11
NAN,gravid,0,200,2002,11,fall,wet,-154.8969733,19.53775216,0,0,72.67,396.9,60,156,207,22.54,23.42,23.18,27.23,27.63,27.16,17.85,19.21,19.2
NAN,gravid,0,500,2002,11,fall,wet,-154.894966,19.53969775,0,0,63.47,423.33,59,155,204,22.58,23.46,23.23,27.27,27.67,27.21,17.89,19.25,19.25
NAN,gravid,200,100,2002,11,fall,wet,-154.8962643,19.53582691,0,0,74.56,590.31,60,156,206,22.52,23.4,23.17,27.22,27.62,27.15,17.82,19.18,19.18
NAN,gravid,200,400,2002,11,fall,wet,-154.894273,19.53775687,0,0,67.19,616.54,59,155,204,22.59,23.47,23.23,27.28,27.68,27.21,17.89,19.25,19.25
NAN,gravid,200,900,2002,11,fall,wet,-154.8909223,19.54101383,0,0,56.19,704.77,59,154,202,22.64,23.53,23.29,27.33,27.73,27.26,17.95,19.32,19.32
NAN,gravid,600,100,2002,11,fall,wet,-154.8935099,19.53330841,0,0,73.61,646.27,59,153,203,22.54,23.43,23.19,27.25,27.65,27.18,17.83,19.2,19.19
NAN,gravid,600,300,2002,11,fall,wet,-154.8921814,19.53459603,0,0,70.42,523.05,58,152,200,22.57,23.46,23.22,27.28,27.68,27.21,17.86,19.23,19.22
NAN,gravid,600,400,2002,11,fall,wet,-154.8915211,19.53524065,0,0,68.74,458.9,58,152,200,22.57,23.46,23.22,27.28,27.68,27.21,17.86,19.23,19.22
NAN,gravid,600,500,2002,11,fall,wet,-154.8908625,19.53588353,0,0,67.67,409.42,59,152,201,22.59,23.47,23.24,27.29,27.69,27.23,17.89,19.25,19.25
NAN,gravid,800,100,2002,11,fall,wet,-154.8921609,19.53201272,0,0,73.12,466.38,58,151,200,22.57,23.45,23.21,27.28,27.67,27.21,17.85,19.22,19.21
NAN,gravid,800,500,2002,11,fall,wet,-154.8895044,19.53462404,0,0,65.66,241.03,58,150,197,22.6,23.49,23.26,27.31,27.71,27.25,17.89,19.26,19.26
NAN,gravid,0,900,2002,12,winter,wet,-154.8922994,19.54226407,0,0,54.71,511.22,247,59,154,21.33,22.65,23.53,25.46,27.33,27.73,17.19,17.96,19.32
NAN,gravid,200,200,2002,12,winter,wet,-154.8955982,19.53646805,0,0,72.03,599.4,251,60,156,21.21,22.52,23.4,25.36,27.22,27.62,17.06,17.82,19.18
NAN,gravid,200,500,2002,12,winter,wet,-154.8936075,19.5384112,0,0,62.53,624.65,249,59,155,21.27,22.59,23.47,25.41,27.28,27.68,17.12,17.89,19.25
NAN,gravid,400,900,2002,12,winter,wet,-154.8895734,19.53973618,0,0,57.13,593.29,246,58,151,21.31,22.64,23.52,25.45,27.33,27.73,17.17,17.94,19.3
NAN,gravid,600,200,2002,12,winter,wet,-154.8928461,19.53395174,0,0,71.89,597.54,248,58,152,21.25,22.57,23.46,25.4,27.28,27.68,17.09,17.86,19.23
NAN,gravid,600,800,2002,12,winter,wet,-154.8888733,19.53782067,0,0,59.98,383.52,246,58,151,21.32,22.64,23.53,25.46,27.34,27.74,17.17,17.94,19.31
NAN,gravid,800,800,2002,12,winter,wet,-154.8875267,19.53652693,0,0,59.73,181.9,245,57,149,21.32,22.65,23.53,25.47,27.36,27.75,17.17,17.94,19.31
NAN,gravid,0,100,2003,1,winter,wet,-154.8976418,19.53711324,0,0,75.17,387.46,65,253,61,20.98,21.17,22.48,26.03,25.33,27.18,15.92,17.01,17.77
NAN,gravid,0,500,2003,1,winter,wet,-154.894966,19.53969775,0,0,63.47,423.33,65,249,59,21.07,21.27,22.58,26.1,25.41,27.27,16.03,17.12,17.89
NAN,gravid,0,600,2003,1,winter,wet,-154.8943113,19.54031896,0,0,61.49,433.03,64,249,59,21.09,21.28,22.6,26.12,25.42,27.28,16.05,17.14,17.91
NAN,gravid,400,300,2003,1,winter,wet,-154.893578,19.53588219,0,0,69.63,684.97,65,250,59,21.05,21.24,22.56,26.09,25.39,27.26,16,17.09,17.86
NAN,gravid,400,700,2003,1,winter,wet,-154.8909114,19.53844848,0,0,59.81,577.61,65,248,59,21.1,21.3,22.62,26.13,25.44,27.31,16.06,17.16,17.93
NAN,gravid,600,200,2003,1,winter,wet,-154.8928461,19.53395174,0,0,71.89,597.54,66,248,58,21.05,21.25,22.57,26.09,25.4,27.28,16,17.09,17.86
NAN,gravid,800,300,2003,1,winter,wet,-154.8908234,19.53334558,0,0,69.31,396.91,66,248,58,21.05,21.25,22.57,26.1,25.41,27.28,16,17.09,17.86
NAN,gravid,0,400,2003,2,winter,wet,-154.8956433,19.53903655,0,0,66.27,414.75,140,65,251,20.38,21.04,21.23,24.57,26.08,25.38,16.19,16,17.08
NAN,gravid,400,100,2003,2,winter,wet,-154.8948867,19.53454057,0,0,74.88,793.17,138,66,250,20.37,21.02,21.22,24.56,26.07,25.38,16.17,15.97,17.06
NAN,gravid,400,400,2003,2,winter,wet,-154.8929274,19.53649918,0,0,67.33,637.28,138,65,248,20.41,21.06,21.26,24.6,26.1,25.41,16.22,16.02,17.11
NAN,gravid,400,500,2003,2,winter,wet,-154.8922681,19.53712444,0,0,63.6,601.17,138,65,248,20.41,21.06,21.26,24.6,26.1,25.41,16.22,16.02,17.11
NAN,gravid,600,300,2003,2,winter,wet,-154.8921814,19.53459603,0,0,70.42,523.05,138,66,248,20.39,21.05,21.25,24.59,26.09,25.4,16.19,16,17.09
NAN,gravid,600,400,2003,2,winter,wet,-154.8915211,19.53524065,0,0,68.74,458.9,138,66,248,20.39,21.05,21.25,24.59,26.09,25.4,16.19,16,17.09
NAN,gravid,800,600,2003,2,winter,wet,-154.8888569,19.53524281,0,0,61.11,186.66,137,66,246,20.42,21.07,21.28,24.61,26.12,25.43,16.22,16.02,17.12
NAN,gravid,0,900,2003,3,spring,wet,-154.8922994,19.54226407,0,0,54.71,511.22,45,138,64,21.73,20.48,21.13,26.53,24.64,26.15,16.92,16.31,16.1
NAN,gravid,200,600,2003,3,spring,wet,-154.8929504,19.53904809,0,0,60.09,633.3,45,138,65,21.7,20.44,21.1,26.51,24.62,26.13,16.88,16.26,16.06
NAN,gravid,400,300,2003,3,spring,wet,-154.893578,19.53588219,0,0,69.63,684.97,45,139,65,21.64,20.39,21.05,26.46,24.58,26.09,16.81,16.2,16
NAN,gravid,400,700,2003,3,spring,wet,-154.8909114,19.53844848,0,0,59.81,577.61,45,138,65,21.7,20.45,21.1,26.51,24.62,26.13,16.88,16.27,16.06
NAN,gravid,400,900,2003,3,spring,wet,-154.8895734,19.53973618,0,0,57.13,593.29,44,137,65,21.71,20.45,21.11,26.53,24.63,26.14,16.89,16.27,16.07
NAN,gravid,600,100,2003,3,spring,wet,-154.8935099,19.53330841,0,0,73.61,646.27,45,138,66,21.62,20.37,21.02,26.45,24.56,26.07,16.79,16.17,15.97
NAN,gravid,800,300,2003,3,spring,wet,-154.8908234,19.53334558,6,1,69.31,396.91,45,138,66,21.65,20.4,21.05,26.48,24.59,26.1,16.82,16.2,16
NAN,gravid,0,200,2003,4,spring,wet,-154.8969733,19.53775216,0,0,72.67,396.9,213,45,140,21.11,21.63,20.38,24.43,26.45,24.57,17.79,16.81,16.19
NAN,gravid,0,900,2003,4,spring,wet,-154.8922994,19.54226407,0,0,54.71,511.22,209,45,138,21.22,21.73,20.48,24.53,26.53,24.64,17.9,16.92,16.31
NAN,gravid,200,600,2003,4,spring,wet,-154.8929504,19.53904809,0,0,60.09,633.3,205,45,138,21.18,21.7,20.44,24.5,26.51,24.62,17.86,16.88,16.26
NAN,gravid,200,900,2003,4,spring,wet,-154.8909223,19.54101383,0,0,56.19,704.77,207,45,138,21.21,21.72,20.47,24.52,26.53,24.64,17.89,16.91,16.29
NAN,gravid,600,200,2003,4,spring,wet,-154.8928461,19.53395174,0,0,71.89,597.54,200,45,138,21.13,21.64,20.39,24.46,26.47,24.58,17.79,16.81,16.19
NAN,gravid,800,300,2003,4,spring,wet,-154.8908234,19.53334558,0,0,69.31,396.91,200,45,138,21.14,21.65,20.4,24.47,26.48,24.59,17.8,16.82,16.2
NAN,gravid,800,500,2003,4,spring,wet,-154.8895044,19.53462404,0,0,65.66,241.03,196,44,137,21.17,21.67,20.42,24.5,26.5,24.61,17.83,16.84,16.22
NAN,gravid,0,600,2003,5,spring,dry,-154.8943113,19.54031896,0,0,61.49,433.03,115,211,45,22.21,21.17,21.68,26.52,24.48,26.49,17.9,17.85,16.87
NAN,gravid,200,300,2003,5,spring,dry,-154.8949169,19.53712378,0,0,69.96,608.7,115,207,45,22.17,21.12,21.64,26.49,24.44,26.46,17.85,17.79,16.81
NAN,gravid,400,300,2003,5,spring,dry,-154.893578,19.53588219,0,0,69.63,684.97,115,207,45,22.17,21.13,21.64,26.49,24.45,26.46,17.85,17.8,16.81
NAN,gravid,400,800,2003,5,spring,dry,-154.8902676,19.53906804,0,0,58.57,584.57,112,201,44,22.25,21.2,21.71,26.56,24.52,26.53,17.93,17.87,16.89
NAN,gravid,600,700,2003,5,spring,dry,-154.8895247,19.53718929,0,0,61.66,375.99,112,198,44,22.23,21.18,21.69,26.55,24.51,26.51,17.9,17.85,16.86
NAN,gravid,800,100,2003,5,spring,dry,-154.8921609,19.53201272,0,0,73.12,466.38,114,198,45,22.18,21.13,21.64,26.51,24.46,26.47,17.85,17.79,16.8
NAN,gravid,800,700,2003,5,spring,dry,-154.8881569,19.53591183,0,0,60.3,174.26,110,194,44,22.26,21.21,21.72,26.58,24.54,26.54,17.93,17.88,16.89
NAN,gravid,800,800,2003,5,spring,dry,-154.8875267,19.53652693,0,0,59.73,181.9,110,194,44,22.26,21.21,21.72,26.58,24.54,26.54,17.94,17.88,16.89
NAN,gravid,200,200,2003,6,summer,dry,-154.8955982,19.53646805,0,0,72.03,599.4,155,117,211,23.18,22.14,21.09,27.45,26.46,24.41,18.91,17.82,17.76
NAN,gravid,400,900,2003,6,summer,dry,-154.8895734,19.53973618,0,0,57.13,593.29,149,112,201,23.31,22.25,21.2,27.58,26.56,24.52,19.03,17.93,17.87
NAN,gravid,600,200,2003,6,summer,dry,-154.8928461,19.53395174,0,0,71.89,597.54,150,114,200,23.24,22.18,21.13,27.52,26.51,24.46,18.95,17.85,17.79
NAN,gravid,600,300,2003,6,summer,dry,-154.8921814,19.53459603,0,0,70.42,523.05,150,114,200,23.24,22.18,21.13,27.52,26.51,24.46,18.95,17.85,17.8
NAN,gravid,600,400,2003,6,summer,dry,-154.8915211,19.53524065,0,0,68.74,458.9,150,114,200,23.24,22.18,21.13,27.52,26.51,24.46,18.95,17.85,17.8
NAN,gravid,600,700,2003,6,summer,dry,-154.8895247,19.53718929,0,0,61.66,375.99,148,112,198,23.29,22.23,21.18,27.57,26.55,24.51,19,17.9,17.85
NAN,gravid,800,200,2003,6,summer,dry,-154.8915066,19.53266472,0,0,71.41,423.87,149,114,198,23.23,22.18,21.13,27.52,26.51,24.46,18.94,17.85,17.79
NAN,gravid,800,500,2003,6,summer,dry,-154.8895044,19.53462404,0,0,65.66,241.03,148,112,196,23.27,22.21,21.17,27.56,26.54,24.5,18.98,17.88,17.83
NAN,gravid,800,700,2003,6,summer,dry,-154.8881569,19.53591183,0,0,60.3,174.26,146,110,194,23.32,22.26,21.21,27.6,26.58,24.54,19.03,17.93,17.88
NAN,gravid,800,900,2003,6,summer,dry,-154.8868285,19.53720844,0,0,58.82,198.83,146,110,194,23.32,22.26,21.21,27.6,26.58,24.54,19.03,17.94,17.88
NAN,gravid,0,100,2003,7,summer,dry,-154.8976418,19.53711324,1,1,75.17,387.46,268,158,118,23.62,23.13,22.1,27.38,27.41,26.42,19.86,18.85,17.77
NAN,gravid,0,300,2003,7,summer,dry,-154.8962943,19.53840109,0,0,69.43,406.49,265,156,117,23.69,23.2,22.16,27.44,27.46,26.47,19.93,18.93,17.84
NAN,gravid,0,800,2003,7,summer,dry,-154.8929788,19.54160096,0,0,56.5,483.06,255,152,113,23.79,23.3,22.25,27.53,27.56,26.55,20.05,19.04,17.94
NAN,gravid,200,100,2003,7,summer,dry,-154.8962643,19.53582691,0,0,74.56,590.31,263,155,117,23.67,23.18,22.14,27.43,27.45,26.46,19.91,18.91,17.81
NAN,gravid,200,200,2003,7,summer,dry,-154.8955982,19.53646805,0,0,72.03,599.4,263,155,117,23.67,23.18,22.14,27.43,27.45,26.46,19.91,18.91,17.82
NAN,gravid,200,400,2003,7,summer,dry,-154.894273,19.53775687,0,0,67.19,616.54,259,154,115,23.73,23.25,22.2,27.48,27.51,26.51,19.98,18.98,17.88
NAN,gravid,200,600,2003,7,summer,dry,-154.8929504,19.53904809,0,0,60.09,633.3,254,151,113,23.77,23.28,22.23,27.52,27.55,26.54,20.02,19.01,17.92
NAN,gravid,800,200,2003,7,summer,dry,-154.8915066,19.53266472,0,0,71.41,423.87,248,149,114,23.72,23.23,22.18,27.49,27.52,26.51,19.94,18.94,17.85
NAN,gravid,800,400,2003,7,summer,dry,-154.890189,19.53396045,0,0,68.35,320.45,245,148,112,23.76,23.27,22.21,27.53,27.56,26.54,19.98,18.98,17.88
NAN,gravid,800,500,2003,7,summer,dry,-154.8895044,19.53462404,1,1,65.66,241.03,245,148,112,23.76,23.27,22.21,27.53,27.56,26.54,19.98,18.98,17.88
NAN,gravid,800,800,2003,7,summer,dry,-154.8875267,19.53652693,0,0,59.73,181.9,241,146,110,23.81,23.32,22.26,27.58,27.6,26.58,20.04,19.03,17.94
NAN,gravid,0,200,2003,8,summer,dry,-154.8969733,19.53775216,0,0,72.67,396.9,191,265,156,24,23.68,23.2,27.86,27.43,27.46,20.14,19.93,18.93
NAN,gravid,0,300,2003,8,summer,dry,-154.8962943,19.53840109,0,0,69.43,406.49,191,265,156,24,23.69,23.2,27.86,27.44,27.46,20.14,19.93,18.93
NAN,gravid,200,300,2003,8,summer,dry,-154.8949169,19.53712378,0,0,69.96,608.7,187,258,153,24.01,23.7,23.22,27.88,27.46,27.49,20.14,19.94,18.94
NAN,gravid,200,500,2003,8,summer,dry,-154.8936075,19.5384112,0,0,62.53,624.65,187,259,154,24.04,23.73,23.25,27.9,27.48,27.51,20.18,19.98,18.98
NAN,gravid,400,300,2003,8,summer,dry,-154.893578,19.53588219,0,0,69.63,684.97,187,258,153,24.02,23.71,23.22,27.89,27.46,27.49,20.15,19.95,18.94
NAN,gravid,400,900,2003,8,summer,dry,-154.8895734,19.53973618,28,1,57.13,593.29,180,248,149,24.1,23.79,23.31,27.97,27.55,27.58,20.23,20.03,19.03
NAN,gravid,600,300,2003,8,summer,dry,-154.8921814,19.53459603,0,0,70.42,523.05,184,250,150,24.03,23.72,23.24,27.91,27.49,27.52,20.15,19.95,18.95
NAN,gravid,600,500,2003,8,summer,dry,-154.8908625,19.53588353,0,0,67.67,409.42,184,252,151,24.05,23.74,23.25,27.92,27.5,27.53,20.18,19.98,18.97
NAN,gravid,600,700,2003,8,summer,dry,-154.8895247,19.53718929,0,0,61.66,375.99,180,246,148,24.08,23.77,23.29,27.96,27.54,27.57,20.2,20,19
NAN,gravid,600,800,2003,8,summer,dry,-154.8888733,19.53782067,0,0,59.98,383.52,180,248,149,24.1,23.79,23.31,27.97,27.55,27.58,20.23,20.03,19.03
NAN,gravid,800,800,2003,8,summer,dry,-154.8875267,19.53652693,0,0,59.73,181.9,177,241,146,24.12,23.81,23.32,28,27.58,27.6,20.24,20.04,19.03
NAN,gravid,0,800,2003,9,fall,dry,-154.8929788,19.54160096,0,0,56.5,483.06,222,184,255,24.01,24.1,23.79,28.34,27.95,27.53,19.67,20.24,20.05
